code,description,periods,time_max_parking,time_start,time_end,time_duration,lun,mar,mer,jeu,ven,sam,dim,daily,special_days,restrict_types,permit_no
R7-STX-16,NO STOPS 7AM-4PM TUES & FRI,,,7,16,9,,1,,,1,,,,,,
R7-STX-17,NO STOPS 7AM-5PM MON,,,7,17,10,1,,,,,,,,,,
R7-STX-18,NO STOPS 6AM-7PM MON-TUES,,,6,19,13,1,1,,,,,,,,,
R7-STX-19,NO STOPS 6-10AM EXC SAT-SUN-HOL,,,6,10,4,1,1,1,1,1,1,,,,,
R7-STX-20,NO STOPS 9AM-2PM WED,,,9,14,5,,,1,,,,,,,,
R7-STX-21,NO STOPS 6A-4P TUESDAYS,,,6,16,10,,1,,,,,,,,,
R7-STX-22,"NO STOPS 7AM-NOON, TUES & THURS, TAZ",,,7,12,5,,1,,1,,,,,,,
R7-STX-23,NO STOPS 10PM-5AM,,,22,24,2,,,,,,,,1,,,
R7-STX-23,NO STOPS 10PM-5AM,,,0,5,5,,,,,,,,1,,,
R7-STX-24,"NO STOPS 6-10AM MON TAZ, P @ PS 10AM-6PM MON 8AM-6PM TUES-SAT",,,6,10,4,1,,,,,,,,,,
R7-STX-24,"NO STOPS 6-10AM MON TAZ, P @ PS 10AM-6PM MON 8AM-6PM TUES-SAT",,,10,18,8,,1,1,1,1,1,,,,,
R7-STX-25,NO STOPS WEDNESDAY ONLY 9AM - 12 NOON,,,9,12,3,,,1,,,,,,,,
R7-STX-26,NO STOPS 7A-6P MON AND FRI,,,7,18,11,1,,,,1,,,,,,
R7-STX-27,NO STOPS 8A-NOON THURS & FRI,,,8,12,4,,,,1,1,,,,,,
R7-STX-28,NO STOPS 7AM-4PM TUES & FRI,,,7,16,9,,1,,,1,,,,,,
R7-STX-29,NO STOPS 8AM-4PM,,,8,16,8,,,,,,,,1,,,
R7-STX-30,NO STOPS 7A-NOON TUES & WED,,,7,12,5,,1,1,,,,,,,,
R7-STX-31,"NO STOPS 7A-4P WED-THURS, TAZ",,,7,16,9,,,1,1,,,,,,,
R7-STX-32,"NO STOPS WEDNESDAY ONLY 9 AM- 12 NOON , TAZ ",,,9,12,3,,,1,,,,,,,,
R7-STX-33,"NO STOPS 7A-5P MON, TUES & THURS",,,7,17,10,1,1,,1,,,,,,,
R7-STX-34,NO STOPS 7AM-1PM TUES & WED,,,7,13,6,,1,1,,,,,,,,
R7-T3A,NO STOPPING STANDING OR PARKING 3-645A,,,3,7,4,,,,,,,,1,,,
R7-W,NO PARKING EXC SAT-SUN-HOL,,,0,24,24,1,1,1,1,1,,,,,,
R7-W-1,NO PARKING 6AM-7PM MON-FRI,,,6,19,13,1,1,1,1,1,,,,,,
R7-W-2,NO PARKING 2-5AM,,,2,5,3,,,,,,,,1,,,
R7-WI30,NO PARKING WITHIN 30 FEET,,,0,24,24,,,,,,,,1,,,
R8-15LUPS,"15 M LOAD & UNLOAD ONLY 8A-6P EXC SUN-HOL, PAY @ PS, TAZ",,15,8,18,10,1,1,1,1,1,1,,,,"paid,dropoff",
R8-15LUPS8,15 M LOAD & UNLOAD ONLY 8AM-8PM EXCEPT SUN-HOL PAY AT PAY STATION,,,8,20,12,1,1,1,1,1,1,,,,"paid,dropoff",
R8-15LUPSX,"15 M LOAD & UNLOAD ONLY 8A-11P EXC SUN-HOL PAY @ PS 8A-8P MON-SAT,  TAZ",,15,8,20,12,1,1,1,1,1,1,,,,"paid,dropoff",
R8-15LUPSX,"15 M LOAD & UNLOAD ONLY 8A-11P EXC SUN-HOL PAY @ PS 8A-8P MON-SAT,  TAZ",,15,20,23,3,1,1,1,1,1,1,,,,dropoff,
R8-15LUPSX-1,"15 M LOAD & UNLOAD ONLY 9A-6P EXC SUN-HOL, PAY @ PS, NO STOPS 6-9A EXC SAT-SUN-HOL",,15,9,18,9,1,1,1,1,1,1,,,,"paid,dropoff",
R8-15LUPSX-1,"15 M LOAD & UNLOAD ONLY 9A-6P EXC SUN-HOL, PAY @ PS, NO STOPS 6-9A EXC SAT-SUN-HOL",,,6,9,3,1,1,1,1,1,,,,,dropoff,
R8-15LUPSX-2,"15 M LOAD & UNLOAD ONLY 8A-6P PAY @ PS MON-SAT, 15 M LOAD & UNLOAD ONLY 6P-11P EXC SUN-HOL, TAZ",,15,8,16,8,1,1,1,1,1,1,,,,"paid,dropoff",
R8-15LUPSX-2,"15 M LOAD & UNLOAD ONLY 8A-6P PAY @ PS MON-SAT, 15 M LOAD & UNLOAD ONLY 6P-11P EXC SUN-HOL, TAZ",,15,18,23,5,1,1,1,1,1,1,,,,dropoff,
R8-15LUPSX-3,"15 M LOAD & UNLOAD ONLY 8A-11P EXC SUN-HOL PAY @ PS 8A-6P MON-SAT,  TAZ",,15,8,16,8,1,1,1,1,1,1,,,,"paid,dropoff",
R8-15LUPSX-3,"15 M LOAD & UNLOAD ONLY 8A-11P EXC SUN-HOL PAY @ PS 8A-6P MON-SAT,  TAZ",,15,16,23,7,1,1,1,1,1,1,,,,dropoff,
R8-15LUPSX-4,"15 M LOAD & UNLOAD ONLY 8A-11P EXC SUN-HOL PAY @ PS 8A-8P EXC SUN-HOL, TAZ",,15,8,20,12,1,1,1,1,1,1,,,,"paid,dropoff",
R8-15LUPSX-4,"15 M LOAD & UNLOAD ONLY 8A-11P EXC SUN-HOL PAY @ PS 8A-8P EXC SUN-HOL, TAZ",,15,20,23,3,1,1,1,1,1,1,,,,dropoff,
R8-15LUPSX-5,"15 M LOAD & UNLOAD ONLY 8-10AM,12-2PM EXC SUN-HOL",,15,8,10,2,1,1,1,1,1,1,,,,dropoff,
R8-15LUPSX-5,"15 M LOAD & UNLOAD ONLY 8-10AM,12-2PM EXC SUN-HOL",,15,12,14,2,1,1,1,1,1,1,,,,dropoff,
R8-15LUPSX-6,"15 M LOAD & UNLOAD ONLY 7A-8P EVERYDAY, PAY @ PS 8A-8P MON-SAT, TAZ",,15,7,8,1,,,,,,,,1,,dropoff,
R8-15LUPSX-6,"15 M LOAD & UNLOAD ONLY 7A-8P EVERYDAY, PAY @ PS 8A-8P MON-SAT, TAZ",,15,8,20,12,1,1,1,1,1,1,,,,"paid,dropoff",
R8-15LUPSX-6,"15 M LOAD & UNLOAD ONLY 7A-8P EVERYDAY, PAY @ PS 8A-8P MON-SAT, TAZ",,15,8,20,12,,,,,,,1,,,dropoff,
R8-15MPZX,"15 M LIMIT 9A-4P EXC SUN-HOL, 3M PLZ 4P-9A EXC SUN-HOL",,,0,24,24,1,1,1,1,1,1,,,,dropoff,
R8-15MPZX-1,15 MIN LIMIT 8AM-5PM EXCEPT SUN-HOL 3 MIN PASSENGER LOAD ONLY 5PM-2AM,,,0,24,24,1,1,1,1,1,1,,,,dropoff,
R8-15MX,"15 M LIMIT 8A-8P, EXC SUN-HOL",,15,8,20,12,1,1,1,1,1,1,,,,,
R8-1ANGLE,"1 H PARKING 7A-6P EXC SUN-HOL, ANGLE PARKING ONLY",,60,7,18,11,1,1,1,1,1,1,,,,,
R8-1BACK,"1 H PARKING 7A-6P EXC SUN-HOL, BACK-IN ANGLE ONLY",,60,7,18,11,1,1,1,1,1,1,,,,,
R8-1BACK-1,"1 H PARKING 7A-10P EXC SUN-HOL, BACK-IN ANGLE ONLY",,60,7,22,15,1,1,1,1,1,1,,,,,
R8-1HPKA,"NO PARKING 7-9A TAZ EXC SAT-SUN-HOL, 1 H 9A-6P EXC SUN-HOL",,,7,9,2,1,1,1,1,1,,,,,,
R8-1HPKA,"NO PARKING 7-9A TAZ EXC SAT-SUN-HOL, 1 H 9A-6P EXC SUN-HOL",,60,9,18,9,1,1,1,1,1,1,,,,,
R8-1HPKAB,NO PARKING 4-6PM TOW AWAY ZONE EXC SAT-SUN-HOL 2 HOUR LIMIT 9AM-4PM EXC SUN-HOL,,120,16,18,2,1,1,1,1,1,,,,,,
R8-1HPKAB-1,NO PARKING 3-6PM TOW AWAY ZONE EXC SAT-SUN-HOL 2 HOUR LIMIT EXC SUN-HOL,,120,15,18,3,1,1,1,1,1,,,,,,
R8-1HPKAP,"NO PARKING 7-9A 4-6P TAZ EXC SAT-SUN-HOL, 1 H 9A-4P EXC SUN-HOL",,,7,9,2,1,1,1,1,1,,,,,,
R8-1HPKAP,"NO PARKING 7-9A 4-6P TAZ EXC SAT-SUN-HOL, 1 H 9A-4P EXC SUN-HOL",,,16,18,2,1,1,1,1,1,,,,,,
R8-1HPKAP,"NO PARKING 7-9A 4-6P TAZ EXC SAT-SUN-HOL, 1 H 9A-4P EXC SUN-HOL",,60,9,16,7,1,1,1,1,1,1,,,,,
R8-1HPKAPC,NO PARKING 6-9A 3P-7P 1 HR 9A-3P EXP SUN-HOL,,,6,9,3,1,1,1,1,1,1,,,,,
R8-1HPKAPC,NO PARKING 6-9A 3P-7P 1 HR 9A-3P EXP SUN-HOL,,,15,19,4,1,1,1,1,1,1,,,,,
R8-1HPKAPC,NO PARKING 6-9A 3P-7P 1 HR 9A-3P EXP SUN-HOL,,60,9,15,6,1,1,1,1,1,1,,,,,
R8-1HPKAPC-1,"No Parking, 6-9AM, 4-6PM, Tow Away Zone, Except Sat Sun Hol, 1 Hour, 9AM-3PM, except Sat, Sun, Hol",,,6,9,3,1,1,1,1,1,,,,,,
R8-1HPKAPC-1,"No Parking, 6-9AM, 4-6PM, Tow Away Zone, Except Sat Sun Hol, 1 Hour, 9AM-3PM, except Sat, Sun, Hol",,,16,18,2,1,1,1,1,1,,,,,,
R8-1HPKAPC-1,"No Parking, 6-9AM, 4-6PM, Tow Away Zone, Except Sat Sun Hol, 1 Hour, 9AM-3PM, except Sat, Sun, Hol",,60,9,15,6,1,1,1,1,1,,,,,,
R8-1HPKAPL,NO PARKING 6-9A 3-7P TAZ EXP SAT SUN HOL 1 HR 9A-3P EXP SUN HOL,,,6,9,3,1,1,1,1,1,,,,,,
R8-1HPKAPL,NO PARKING 6-9A 3-7P TAZ EXP SAT SUN HOL 1 HR 9A-3P EXP SUN HOL,,,15,19,4,1,1,1,1,1,,,,,,
R8-1HPKAPL,NO PARKING 6-9A 3-7P TAZ EXP SAT SUN HOL 1 HR 9A-3P EXP SUN HOL,,60,9,15,6,1,1,1,1,1,,,,,,
R8-1HPKP,NO PARKING 4-6P TAZ EXC SAT-SUN-HOL 1 H 7A-4P EXC SUN-HOL,,,16,18,2,1,1,1,1,1,,,,,,
R8-1HPKP,NO PARKING 4-6P TAZ EXC SAT-SUN-HOL 1 H 7A-4P EXC SUN-HOL,,60,7,16,9,1,1,1,1,1,1,,,,,
R8-1HPKPX,NO PARKING 3-6P TAZ EXC SAT-SUN-HOL 1 H 7A-3P EXC SUN-HOL,,,15,18,3,1,1,1,1,1,,,,,,
R8-1HPKPX,NO PARKING 3-6P TAZ EXC SAT-SUN-HOL 1 H 7A-3P EXC SUN-HOL,,60,7,15,8,1,1,1,1,1,1,,,,,
R8-1HR,1 H PARKING 7AM-6PM EXC SUN-HOL,,60,7,18,11,1,1,1,1,1,1,,,,,
R8-1HR-1,2 HOUR PARKING 7AM-6PM EXC SUN-HOL,,120,7,18,11,1,1,1,1,1,1,,,,,
R8-1HRX,1 H PARKING 7A-10P EVERYDAY,,60,7,22,15,,,,,,,,1,,,
R8-1HRX-1,1 H PARKING 7A-3P EXC SUN-HOL,,60,7,15,8,1,1,1,1,1,1,,,,,
R8-1HRX-2,1 H PARKING 7AM-6PM EXC SUN-HOL,,60,7,18,11,1,1,1,1,1,1,,,,,
R8-1HRX-3,1 H PARKING 7A-9P EXC SUN-HOL,,60,7,21,14,1,1,1,1,1,1,,,,,
R8-1HRX-4,1 H PARKING 12 NOON-9P EXC SUN-HOL,,60,12,21,9,1,1,1,1,1,1,,,,,
R8-1HRX-5,1 H PARKING 7AM-6PM EVERYDAY,,60,7,18,11,,,,,,,,1,,,
R8-1HRX-6,1 H PARKING 7AM-6PM EXC SUN-HOL,,60,7,18,11,1,1,1,1,1,1,,,,,
R8-1HRX-7,1 H PARKING 7A-9P EXC SUN-HOL,,60,7,21,14,1,1,1,1,1,1,,,,,
R8-1HRX-8,1 H PARKING 7A-3P EXC SUN-HOL,,60,7,15,8,1,1,1,1,1,1,,,,,
R8-1HRX-9,1 H PARKING 5A-7P EVERYDAY,,60,5,19,14,,,,,,,,1,,,
R8-1HRX-10,1 H PARKING 10A-6P EXC SUN-HOL,,60,10,18,8,1,1,1,1,1,1,,,,,
R8-1HRX-11,1 H PARKING 7AM-8PM EXC SUN-HOL,,60,7,20,13,1,1,1,1,1,1,,,,,
R8-1HRX-12,1 H PARKING 7A-9P EVERYDAY,,60,7,21,14,1,1,1,1,1,1,,,,,
R8-1HRX-13,1 H PARKING 7A-6P EXC SUN-HOL,,60,7,18,11,1,1,1,1,1,1,,,,,
R8-1HRX-14,1 H PARKING 7A-8P EXC SUN-HOL,,60,7,20,13,1,1,1,1,1,1,,,,,
R8-1HRX-15,1 H PARKING 7AM-6PM EXC SUN-HOL,,60,7,18,11,1,1,1,1,1,1,,,,,
R8-1HRX-16,30 MINUTE LOAD & UNLOAD ONLY 6AM-10AM ALL DAYS EXCEPT HOLIDAY / 1 HOUR PARKING 10AM-6PM ALL DAYS EXCEPT HOLIDAYS,,30,6,10,4,,,,,,,,1,holiday,dropoff,
R8-1HRX-16,30 MINUTE LOAD & UNLOAD ONLY 6AM-10AM ALL DAYS EXCEPT HOLIDAY / 1 HOUR PARKING 10AM-6PM ALL DAYS EXCEPT HOLIDAYS,,60,10,18,8,,,,,,,,1,holiday,,
R8-1HRX-17,1 H PARKING 7AM-6PM EXC SUN-HOL,,60,7,18,11,1,1,1,1,1,1,,,,,
R8-1HRX-18,2 H PARKING 5A-11P EXC SUN-HOL,,120,5,23,18,1,1,1,1,1,1,,,,,
R8-1HRX-19,1 H PARKING 7A-10P EVERYDAY,,60,7,22,15,,,,,,,,1,,,
R8-1HRX-20,1 H PARKING 9AM-6PM EXCEPT SUN-HOL,,60,9,18,9,1,1,1,1,1,1,,,,,
R8-1HRX-21,"1 H PARKING 7AM-6PM, EXCEPT SUN-HOL",,60,7,18,11,1,1,1,1,1,1,,,,,
R8-1HRX-22,1 H PARKING 7A-8P EXC SUN-HOL,,60,7,20,13,1,1,1,1,1,1,,,,,
R8-1HRX-23,1 H PARKING 7AM-6PM EXC SUN-HOL,,60,7,18,11,1,1,1,1,1,1,,,,,
R8-1HRX-24,2 H PARKING 7AM-6PM EVERYDAY,,120,7,18,11,,,,,,,,1,,,
R8-1HRX-25,1 H PARKING 5A-7P EVERYDAY,,60,5,7,2,,,,,,,,1,,,
R8-2ANGLE,"2 H PARKING 7A-6P EXC SUN-HOL, ANGLE PARKING ONLY",,120,7,18,11,1,1,1,1,1,1,,,,,
R8-2ANGLEX,"2 H PARKING 7A-9P EXC SUN-HOL, ANGLE PARKING ONLY",,120,7,21,14,1,1,1,1,1,1,,,,,
R8-2ANGLEX-1,"4 HOUR PARKING 7AM-6PM , ANGLE PARKING ONLY",,240,7,18,11,,,,,,,,1,,,
R8-2ANGLEX-2,"4 H PARKING 7A-6P EXC SUN-HOL, ANGLE PARKING ONLY",,240,7,18,11,1,1,1,1,1,1,,,,,
R8-2ANGLEX-3,"1 H PARKING 9A-9P EXC SUN-HOL, ANGLE PARKING ONLY",,60,9,21,12,1,1,1,1,1,1,,,,,
R8-2BACK,"2 H PARKING 7A-6P EXC SUN-HOL, BACK-IN ANGLE ONLY",,120,7,18,11,1,1,1,1,1,1,,,,,
R8-2BACKX,"2 H PARKING 7A-8P EXC SUN-HOL, BACK-IN ANGLE ONLY",,120,7,20,13,1,1,1,1,1,1,,,,,
R8-2BACKX-1,"4 H PARKING 7A-6P EXCEPT SUN-HOL, BACK IN ANGLE ONLY",,240,7,18,11,1,1,1,1,1,1,,,,,
R8-2BACKX-2,1 H PARKING 7A-6P MON-FRI BACK-IN ANGLE ONLY,,60,7,18,11,1,1,1,1,1,,,,,,
R8-2BACKX-3,"2 H PARKING 7A-10P EXC SUN-HOL, BACK-IN ANGLE ONLY",,120,7,10,3,1,1,1,1,1,1,,,,,
R8-2BACKX-4,"2 H PARKING 7A-4P MON-FRI, EXCEPT BY ZONE 22 PERMIT, BACK-IN ANGLE ONLY",,120,7,16,9,1,1,1,1,1,,,,,permit,22
R8-2BACKX-5,"2 H PARKING 7A-6P EXC SUN-HOL, BACK-IN ANGLE ONLY",,120,7,18,11,1,1,1,1,1,1,,,,,
R8-2BACKX-6,"1 H PARKING 7A-6P MON-FRI, BACK-IN ANGLE ONLY",,60,7,18,11,1,1,1,1,1,,,,,,
R8-2BACKX-7,"2 H PARKING 7A-8P EXC SUN-HOL, BACK-IN ANGLE ONLY",,120,7,20,13,1,1,1,1,1,1,,,,,
R8-2BACKX-8,"1 H PARKING 7A-6P MON-FRI, BACK-IN ANGLE ONLY",,60,7,18,11,1,1,1,1,1,,,,,,
R8-2BACKX-9,"2 H PARKING 7A-10P EXC SUN-HOL, BACK-IN ANGLE ONLY",,120,7,22,15,1,1,1,1,1,1,,,,,
R8-2BACKX-10,"4 HOUR PARKING 7A-6P EXCEPT SUN-HOL, BACK IN ANGLE ONLY",,240,7,18,11,1,1,1,1,1,1,,,,,
R8-2BACKX-11,"1 H PARKING 7A-10P EXC SUN-HOL, BACK-IN ANGLE ONLY",,60,7,22,15,1,1,1,1,1,1,,,,,
R8-2BACKX-12,"2 H PARKING 7A-6P EXC SUN-HOL, BACK-IN ANGLE ONLY",,120,7,18,11,1,1,1,1,1,1,,,,,
R8-2HBANG,"2 HOUR PARKING 7AM-6PM EXC SUN-HOL, BACK-IN ANGLE ONLY",,120,7,18,11,1,1,1,1,1,1,,,,,
R8-2HPKA,"NO PARKING 7-9A TAZ EXC SAT-SUN-HOL, 2 H 9A-6P EXC SUN-HOL",,,7,9,2,1,1,1,1,1,,,,,,
R8-2HPKA,"NO PARKING 7-9A TAZ EXC SAT-SUN-HOL, 2 H 9A-6P EXC SUN-HOL",,120,9,18,9,1,1,1,1,1,1,,,,,
R8-2HPKAP,NO PARKING 6A-9A 3P-7P TAW EXP SAT-SUN-HOL 2 HR 9A-3P EXP SUN-HOL,,,6,9,3,1,1,1,1,1,,,,,,
R8-2HPKAP,NO PARKING 6A-9A 3P-7P TAW EXP SAT-SUN-HOL 2 HR 9A-3P EXP SUN-HOL,,,15,19,4,1,1,1,1,1,,,,,,
R8-2HPKAP,NO PARKING 6A-9A 3P-7P TAW EXP SAT-SUN-HOL 2 HR 9A-3P EXP SUN-HOL,,120,9,15,6,1,1,1,1,1,1,,,,,
R8-2HPKAPL,NO PARKING 6-9A 3-7P TAZ EXP SAT SUN HOL 2 HR 9-3P EXP SUN HOL,,,6,9,3,1,1,1,1,1,,,,,,
R8-2HPKAPL,NO PARKING 6-9A 3-7P TAZ EXP SAT SUN HOL 2 HR 9-3P EXP SUN HOL,,,15,19,4,1,1,1,1,1,,,,,,
R8-2HPKAPL,NO PARKING 6-9A 3-7P TAZ EXP SAT SUN HOL 2 HR 9-3P EXP SUN HOL,,120,9,15,6,1,1,1,1,1,1,,,,,
R8-2HPKP,"NO PARKING 4-6P TAZ EXC SAT-SUN-HOL, 2 H 7A-4P EXC SUN-HOL",,,16,18,2,1,1,1,1,1,,,,,,
R8-2HPKP,"NO PARKING 4-6P TAZ EXC SAT-SUN-HOL, 2 H 7A-4P EXC SUN-HOL",,120,7,16,9,1,1,1,1,1,1,,,,,
R8-2HPKPX,"NO PARKING 3-6P TAZ EXC SAT-SUN-HOL, 2 H 7A-3P EXC SUN-HOL",,,15,18,3,1,1,1,1,1,,,,,,
R8-2HPKPX,"NO PARKING 3-6P TAZ EXC SAT-SUN-HOL, 2 H 7A-3P EXC SUN-HOL",,120,7,15,8,1,1,1,1,1,1,,,,,
R8-2HPKPX-1,"NO PARKING 3-7P TAZ EXC SAT-SUN-HOL, 2 H 7A-3P EXC SUN-HOL",,,15,19,4,1,1,1,1,1,,,,,,
R8-2HPKPX-1,"NO PARKING 3-7P TAZ EXC SAT-SUN-HOL, 2 H 7A-3P EXC SUN-HOL",,120,7,15,8,1,1,1,1,1,1,,,,,
R8-2HPKPX-2,NO PARKING 3-7PM TOW-AWAY-ZONE EXC SAT-SUN-HOL 2 HOUR 7AM-3PM EXC SUN-HOL,,,15,19,4,1,1,1,1,1,,,,,,
R8-2HPKPX-2,NO PARKING 3-7PM TOW-AWAY-ZONE EXC SAT-SUN-HOL 2 HOUR 7AM-3PM EXC SUN-HOL,,120,7,15,8,1,1,1,1,1,1,,,,,
R8-2HPKPX-3,"NO PARKING 3-6P TAZ EXC SAT-SUN-HOL, 2 H 7A-3P EXC SUN-HOL",,,15,18,3,1,1,1,1,1,,,,,,
R8-2HPKPX-3,"NO PARKING 3-6P TAZ EXC SAT-SUN-HOL, 2 H 7A-3P EXC SUN-HOL",,120,7,15,8,1,1,1,1,1,1,,,,,
R8-2HR,2 H PARKING 7AM-6PM EXC SUN-HOL,,,7,18,11,1,1,1,1,1,1,,,,,
R8-2HR-1,30 MINUTE TRUCK LOAD ONLY 7AM-6PM,,30,7,18,11,,,,,,,,1,,,
R8-2HR-2,2 H PARKING 7AM-6PM EXC SUN-HOL,,120,7,18,11,1,1,1,1,1,1,,,,,
R8-2HR-3,2 H PARKING 10AM-6PM MON-FRI 7AM-6PM SAT,,120,10,18,8,1,1,1,1,1,,,,,,
R8-2HR-3,2 H PARKING 10AM-6PM MON-FRI 7AM-6PM SAT,,120,7,18,11,,,,,,1,,,,,
R8-2HR-4,1 HOUR PARKING 7AM-6PM EXC SUN-HOL,,60,7,18,11,1,1,1,1,1,1,,,,,
R8-2HR-5,30 MINUTE LOAD AND UNLOAD ONLY 8AM-6PM EXCEPT SUN-HOL,,30,8,18,10,1,1,1,1,1,1,,,,dropoff,
R8-2HR-6,2 HOUR PARKING 7AM-6PM EXC SUN-HOL,,120,7,18,11,1,1,1,1,1,1,,,,,
R8-2HRA,2 HOUR PARKING 9AM-6PM EXCEPT SUN-HOL,,120,9,18,9,1,1,1,1,1,1,,,,,
R8-2HRB,2 H PARKING 7AM-8PM EXC SUN-HOL,,120,7,20,13,1,1,1,1,1,1,,,,,
R8-2HRL,2 H PARKING 7AM-6PM EXC SUN-HOL,,,7,18,11,1,1,1,1,1,1,,,,,
R8-2HRR,2 H PARKING 7AM-6PM EXC SUN-HOL,,,7,18,11,1,1,1,1,1,1,,,,,
R8-2HRSUN,2 HOUR PARKING 10AM-6PM SUNDAYS NO PAYMENT REQUIRED,,120,10,18,8,,,,,,,1,,,,
R8-2HRX,2 HOUR PARKING 7AM-6PM MON-FRI YEAR ROUND SATURDAYS NOV THRU MAY,,120,7,18,11,1,1,1,1,1,,,,,,
R8-2HRX,2 HOUR PARKING 7AM-6PM MON-FRI YEAR ROUND SATURDAYS NOV THRU MAY,"11-01,05-31",120,7,18,11,,,,,,1,,,,,
R8-2HRX-1,2 H PARKING 7A-9P EXC SUN-HOL,,120,7,21,14,1,1,1,1,1,1,,,,,
R8-2HRX-2,2 H PARKING 7AM-6PM MON-FRI,,120,7,18,11,1,1,1,1,1,,,,,,
R8-2HRX-3,"2 H PARKING 9A-4P EXC SUN-HOL, 30 M SCHOOL LOAD ONLY 6-9AM 4-7PM EXCEPT SAT-SUN-HOL",,120,9,16,7,1,1,1,1,1,1,,,,,
R8-2HRX-3,"2 H PARKING 9A-4P EXC SUN-HOL, 30 M SCHOOL LOAD ONLY 6-9AM 4-7PM EXCEPT SAT-SUN-HOL",,30,6,9,3,1,1,1,1,1,,,,,dropoff,
R8-2HRX-3,"2 H PARKING 9A-4P EXC SUN-HOL, 30 M SCHOOL LOAD ONLY 6-9AM 4-7PM EXCEPT SAT-SUN-HOL",,30,16,19,3,1,1,1,1,1,,,,,dropoff,
R8-2HRX-4,2 H PARKING 7A-10P EXC SUN-HOL,,120,7,22,15,1,1,1,1,1,1,,,,,
R8-2HRX-5,2 H PARKING 11:30A-6P MON-FRI 7A-6P SAT,,120,11.5,18,6.5,1,1,1,1,1,,,,,,
R8-2HRX-5,2 H PARKING 11:30A-6P MON-FRI 7A-6P SAT,,120,7,18,11,,,,,,1,,,,,
R8-2HRX-6,2 H PARKING 7AM-3PM EXC SUN-HOL,,120,7,15,8,1,1,1,1,1,1,,,,,
R8-2HRX-7,2 H PARKING 9A-6P EXC SUN-HOL,,120,9,18,9,1,1,1,1,1,1,,,,,
R8-2HRX-8,2 H PARKING 10A-6P MON-FRI 7AM-6PM SAT,,120,10,18,8,1,1,1,1,1,,,,,,
R8-2HRX-8,2 H PARKING 10A-6P MON-FRI 7AM-6PM SAT,,120,7,18,11,,,,,,1,,,,,
R8-2HRX-9,2 H PARKING 7A-10P EXC SUN-HOL,,120,7,22,15,1,1,1,1,1,1,,,,,
R8-2HRX-10,2 H PARKING 8A-5P EXC SUN-HOL,,120,8,17,9,1,1,1,1,1,1,,,,,
R8-2HRX-11,"2 H PARKING 7AM-6PM,EXC SAT-SUN-HOL",,120,7,18,11,1,1,1,1,1,,,,,,
R8-2HRX-12,2 H PARKING 7A-10P EXC SUN-HOL,,120,7,22,15,1,1,1,1,1,1,,,,,
R8-2HRX-13,"2 H PARKING 9A-6P EXC SUN-HOL, 3 M PLZ 7-9A MON-FRI",,120,9,18,9,1,1,1,1,1,1,,,,,
R8-2HRX-13,"2 H PARKING 9A-6P EXC SUN-HOL, 3 M PLZ 7-9A MON-FRI",,,7,9,2,1,1,1,1,1,1,,,,dropoff,
R8-2HRX-14,2 H PARKING 10A-6P MON-FRI 7AM-6PM SAT,,120,10,18,8,1,1,1,1,1,,,,,,
R8-2HRX-14,2 H PARKING 10A-6P MON-FRI 7AM-6PM SAT,,120,7,18,11,,,,,,1,,,,,
R8-2HRX-15,2 H PARKING 9A-6P EXC SUN-HOL,,120,9,18,9,1,1,1,1,1,1,,,,,
R8-2HRX-16,2 H PARKING 7A-10P EXC SUN-HOL,,120,7,22,15,1,1,1,1,1,1,,,,,
R8-2HRX-16,2 H PARKING 7A-10P EXC SUN-HOL,,120,7,22,15,1,1,1,1,1,1,,,,,
R8-2HRX-17,2 HOUR PARKING 7AM-6PM MON-FRI,,120,7,18,11,1,1,1,1,1,,,,,,
R8-2HRX-18,2 HOUR PARKING 7AM-4PM MON-FRI 7AM-6PM SAT,,120,7,16,9,1,1,1,1,1,,,,,,
R8-2HRX-18,2 HOUR PARKING 7AM-4PM MON-FRI 7AM-6PM SAT,,120,7,18,11,,,,,,1,,,,,
R8-2HRX-19,2 H PARKING 7AM-6PM EXCEPT SUN-HOL,,120,7,18,11,1,1,1,1,1,1,,,,,
R8-2HRX-20,"2 H PARKING 9A-4P EXC SUN-HOL, 30 M SCHOOL LOAD ONLY 6-9AM 4-7PM EXC SAT-SUN-HOL",,120,9,16,7,1,1,1,1,1,1,,,,,
R8-2HRX-20,"2 H PARKING 9A-4P EXC SUN-HOL, 30 M SCHOOL LOAD ONLY 6-9AM 4-7PM EXC SAT-SUN-HOL",,30,6,9,3,1,1,1,1,1,,,,,dropoff,
R8-2HRX-20,"2 H PARKING 9A-4P EXC SUN-HOL, 30 M SCHOOL LOAD ONLY 6-9AM 4-7PM EXC SAT-SUN-HOL",,30,16,19,3,1,1,1,1,1,,,,,dropoff,
R8-2HRX-21,2 H PARKING 7AM-6PM EXC SUN-HOL,,120,7,18,11,1,1,1,1,1,1,,,,,
R8-2HRX-22,"2 H PARKING 9A-6P EXC SUN-HOL, 30 M SCHOOL LOAD ONLY  6-9A 4-7PM EXCEPT SAT-SUN-HOL",,120,9,18,9,1,1,1,1,1,1,,,,,
R8-2HRX-22,"2 H PARKING 9A-6P EXC SUN-HOL, 30 M SCHOOL LOAD ONLY  6-9A 4-7PM EXCEPT SAT-SUN-HOL",,30,6,9,3,1,1,1,1,1,,,,,dropoff,
